value_id,attribute_id,store_id,row_id,entity,value,brand-name,category_id,brand-name,QUERRY
136227,157,0,1764,1710,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1710);"
136228,157,0,1765,1711,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1711);"
136229,157,0,1766,1712,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1712);"
136230,157,0,1767,1713,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1713);"
136231,157,0,1768,1714,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1714);"
135486,157,0,1769,1715,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1715);"
135487,157,0,1770,1716,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1716);"
135488,157,0,1771,1717,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1717);"
135489,157,0,1772,1718,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1718);"
135490,157,0,1773,1719,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1719);"
135491,157,0,1774,1720,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1720);"
135492,157,0,1775,1721,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1721);"
135493,157,0,1776,1722,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1722);"
135494,157,0,1777,1723,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1723);"
135495,157,0,1778,1724,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1724);"
135496,157,0,1779,1725,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1725);"
135497,157,0,1780,1726,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1726);"
135498,157,0,1781,1727,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1727);"
135499,157,0,1782,1728,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1728);"
135500,157,0,1783,1729,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1729);"
135501,157,0,1784,1730,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1730);"
135502,157,0,1785,1731,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1731);"
135503,157,0,1786,1732,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1732);"
135504,157,0,1787,1733,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1733);"
135505,157,0,1788,1734,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1734);"
135506,157,0,1789,1735,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1735);"
135507,157,0,1790,1736,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1736);"
135508,157,0,1791,1737,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1737);"
135509,157,0,1792,1738,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1738);"
135510,157,0,1793,1739,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1739);"
135511,157,0,1794,1740,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1740);"
135512,157,0,1795,1741,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1741);"
135513,157,0,1796,1742,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1742);"
135514,157,0,1797,1743,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1743);"
135515,157,0,1798,1744,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1744);"
135516,157,0,1799,1745,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1745);"
135517,157,0,1800,1746,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1746);"
18604,157,0,1801,1747,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1747);"
135518,157,0,1802,1748,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1748);"
135519,157,0,1803,1749,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1749);"
135520,157,0,1804,1750,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1750);"
135521,157,0,1805,1751,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1751);"
135522,157,0,1806,1752,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1752);"
135523,157,0,1807,1753,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1753);"
135524,157,0,1808,1754,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1754);"
135525,157,0,1809,1755,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1755);"
135526,157,0,1810,1756,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1756);"
135527,157,0,1811,1757,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1757);"
135528,157,0,1812,1758,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1758);"
135529,157,0,1813,1759,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1759);"
135530,157,0,1814,1760,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1760);"
135531,157,0,1815,1761,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1761);"
135532,157,0,1816,1762,26,REBEL,289,REBEL,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (289,1762);"
136350,157,0,1817,1763,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1763);"
136351,157,0,1818,1764,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1764);"
136352,157,0,1819,1765,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1765);"
136353,157,0,1820,1766,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1766);"
136354,157,0,1821,1767,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1767);"
136355,157,0,1822,1768,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1768);"
136356,157,0,1823,1769,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1769);"
136357,157,0,1824,1770,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1770);"
136358,157,0,1825,1771,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1771);"
136359,157,0,1826,1772,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1772);"
136360,157,0,1827,1773,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1773);"
136361,157,0,1828,1774,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1774);"
136362,157,0,1829,1775,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1775);"
136363,157,0,1830,1776,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1776);"
136364,157,0,1831,1777,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1777);"
136365,157,0,1832,1778,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1778);"
136366,157,0,1833,1779,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1779);"
18926,157,0,1834,1780,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1780);"
18936,157,0,1835,1781,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1781);"
18945,157,0,1836,1782,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1782);"
136367,157,0,1837,1783,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1783);"
136368,157,0,1838,1784,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1784);"
136369,157,0,1839,1785,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1785);"
136370,157,0,1840,1786,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1786);"
136371,157,0,1841,1787,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1787);"
136372,157,0,1842,1788,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1788);"
136373,157,0,1843,1789,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1789);"
136374,157,0,1844,1790,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1790);"
136375,157,0,1845,1791,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1791);"
136376,157,0,1846,1792,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1792);"
136377,157,0,1847,1793,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1793);"
136378,157,0,1848,1794,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1794);"
136379,157,0,1849,1795,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1795);"
136380,157,0,1850,1796,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1796);"
136381,157,0,1851,1797,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1797);"
136382,157,0,1852,1798,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1798);"
136383,157,0,1853,1799,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1799);"
136384,157,0,1854,1800,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1800);"
136385,157,0,1856,1802,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1802);"
136386,157,0,1857,1803,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1803);"
136387,157,0,1858,1804,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1804);"
136388,157,0,1859,1805,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1805);"
136389,157,0,1860,1806,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1806);"
136390,157,0,1861,1807,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1807);"
136391,157,0,1862,1808,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1808);"
136392,157,0,1863,1809,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1809);"
136393,157,0,1864,1810,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1810);"
136394,157,0,1865,1811,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1811);"
136395,157,0,1866,1812,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1812);"
136396,157,0,1867,1813,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1813);"
136397,157,0,1868,1814,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1814);"
136398,157,0,1869,1815,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1815);"
136399,157,0,1870,1816,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1816);"
136400,157,0,1871,1817,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1817);"
136401,157,0,1872,1818,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1818);"
136402,157,0,1873,1819,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1819);"
136403,157,0,1874,1820,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1820);"
136404,157,0,1875,1821,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1821);"
136405,157,0,1876,1822,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1822);"
136406,157,0,1877,1823,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1823);"
136407,157,0,1878,1824,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1824);"
136408,157,0,1879,1825,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1825);"
136409,157,0,1880,1826,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1826);"
136410,157,0,1881,1827,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1827);"
19401,157,0,1882,1828,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1828);"
19411,157,0,1883,1829,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1829);"
19421,157,0,1884,1830,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1830);"
19431,157,0,1885,1831,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1831);"
19441,157,0,1886,1832,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1832);"
19451,157,0,1887,1833,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1833);"
19489,157,0,1891,1837,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1837);"
19499,157,0,1892,1838,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1838);"
19509,157,0,1893,1839,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1839);"
19519,157,0,1894,1840,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1840);"
19529,157,0,1895,1841,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1841);"
19539,157,0,1896,1842,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1842);"
19549,157,0,1897,1843,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1843);"
19559,157,0,1898,1844,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1844);"
19569,157,0,1899,1845,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1845);"
19579,157,0,1900,1846,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1846);"
19589,157,0,1901,1847,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1847);"
19599,157,0,1902,1848,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1848);"
19609,157,0,1903,1849,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1849);"
19618,157,0,1904,1850,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1850);"
19628,157,0,1905,1851,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1851);"
19638,157,0,1906,1852,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1852);"
19648,157,0,1907,1853,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1853);"
19658,157,0,1908,1854,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1854);"
19668,157,0,1909,1855,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1855);"
19678,157,0,1910,1856,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1856);"
19688,157,0,1911,1857,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1857);"
19698,157,0,1912,1858,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1858);"
19708,157,0,1913,1859,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1859);"
19718,157,0,1914,1860,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1860);"
19727,157,0,1915,1861,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1861);"
19737,157,0,1916,1862,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1862);"
19747,157,0,1917,1863,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1863);"
19757,157,0,1918,1864,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1864);"
19767,157,0,1919,1865,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1865);"
19777,157,0,1920,1866,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1866);"
19787,157,0,1921,1867,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1867);"
19797,157,0,1922,1868,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1868);"
19807,157,0,1923,1869,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1869);"
19817,157,0,1924,1870,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1870);"
19827,157,0,1925,1871,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1871);"
19837,157,0,1926,1872,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1872);"
19847,157,0,1927,1873,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1873);"
19857,157,0,1928,1874,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1874);"
19867,157,0,1929,1875,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1875);"
19877,157,0,1930,1876,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1876);"
19887,157,0,1931,1877,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1877);"
135572,157,0,1932,1878,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1878);"
135573,157,0,1933,1879,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1879);"
135574,157,0,1934,1880,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1880);"
135575,157,0,1935,1881,17,RAPALA,280,RAPALA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (280,1881);"
135776,157,0,1938,1884,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1884);"
135777,157,0,1939,1885,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1885);"
135778,157,0,1940,1886,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1886);"
135779,157,0,1941,1887,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1887);"
135780,157,0,1942,1888,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1888);"
135781,157,0,1943,1889,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1889);"
135782,157,0,1944,1890,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1890);"
135783,157,0,1945,1891,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1891);"
135784,157,0,1946,1892,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1892);"
135785,157,0,1947,1893,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1893);"
135786,157,0,1948,1894,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1894);"
135787,157,0,1949,1895,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1895);"
135788,157,0,1950,1896,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1896);"
135789,157,0,1951,1897,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1897);"
135790,157,0,1952,1898,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1898);"
135791,157,0,1953,1899,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1899);"
135792,157,0,1954,1900,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1900);"
135793,157,0,1955,1901,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1901);"
135794,157,0,1956,1902,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1902);"
135795,157,0,1957,1903,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1903);"
135796,157,0,1959,1904,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1904);"
135797,157,0,1960,1905,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1905);"
135266,157,0,1961,1906,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1906);"
135267,157,0,1962,1907,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1907);"
135268,157,0,1963,1908,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1908);"
135269,157,0,1964,1909,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1909);"
135270,157,0,1965,1910,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1910);"
135271,157,0,1966,1911,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1911);"
135272,157,0,1967,1912,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1912);"
135273,157,0,1968,1913,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1913);"
135274,157,0,1969,1914,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1914);"
135275,157,0,1970,1915,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1915);"
135276,157,0,1971,1916,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1916);"
135277,157,0,1972,1917,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1917);"
135278,157,0,1973,1918,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1918);"
135279,157,0,1974,1919,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1919);"
135280,157,0,1975,1920,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1920);"
135281,157,0,1976,1921,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1921);"
135282,157,0,1977,1922,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1922);"
135283,157,0,1978,1923,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1923);"
135284,157,0,1979,1924,20,ABU GARCIA,283,ABU GARCIA,"INSERT INTO  catalog_category_product (category_id,product_id) VALUES (283,1924);"
